Simulation Mode;Density target;currentPosition X;currentPosition Y;currentPosition Z;currentPosition Type;nextPosition X;nextPosition Y;nextPosition Z;nextPosition Type;targetPosition X;targetPosition Y;targetPosition Z;targetPosition Type;Heading angle;flightState;localCollisions;currentPathStep;currentStepPercentage;flightSpeed;aircraftDiameter;Flight count;Far collisions;Medium collisions;Close collisions;Spot on collisions;;;;
Polygons;50;-500.5718;64.1756;-756.4746;NoFlyEvasion;-527.1759;65.6;-699.9377;NoFlyEvasion;-1632.269;0;712.0068;Ground;115.19;Transit;3 2 1 1;6;53;21;2.84;160633;684652;280840;71892;5526;2.471452;2.39096;160597;160568
Polygons;50;-709.2465;71.4091;-524.5048;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2167.904;0;-149.8237;Ground;143.98;Transit;1 1 1 1;8;79;8;2.41;160639;684686;280853;71897;5527;2.624103;2.551298;160522;160597
Polygons;50;-707.183;71.35094;-526.004;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-1632.269;0;712.0068;Ground;143.98;Transit;2 2 2 2;8;75;21;2.84;160639;684686;280853;71897;5528;2.624103;2.551298;160597;160522
Polygons;50;-1468.001;68.84657;-1299.422;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-2550.914;0;-791.4007;Ground;122.39;Transit;1 1 1 1;8;48;4;1.15;160660;684764;280883;71901;5529;0.7813027;0.6610208;160306;160627
Polygons;50;-1467.647;68.80969;-1299.979;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1093.394;0;1756.773;Ground;122.39;Transit;1 1 1 1;6;46;18;0.42;160660;684764;280883;71901;5530;0.7813027;0.6610208;160627;160306
Polygons;50;1496.386;92.98266;1249.991;NoFlyEvasion;1532.592;94.8;1173.049;NoFlyEvasion;2195.102;0;1140.158;Ground;244.81;Transit;1 1 1 1;12;39;9;0.32;160779;685302;281086;71946;5531;0.9519595;0.9248025;160625;160705
Polygons;50;1496.066;92.44436;1250.672;NoFlyEvasion;1532.592;94.4;1173.049;NoFlyEvasion;2035.478;0;776.8705;Ground;244.81;Transit;1 1 1 1;7;38;15;1.58;160779;685302;281086;71946;5532;0.9519595;0.9248025;160705;160625
Polygons;50;-676.4401;70.43732;-548.3402;NoFlyEvasion;-730.2172;72;-509.2687;NoFlyEvasion;-2091.111;0;-659.1204;Ground;143.98;Transit;2 0 1 1;5;52;3;0.57;160803;685419;281136;71957;5533;0.8145036;0.7189003;160567;160750
Polygons;50;-675.8587;70.41616;-548.7626;NoFlyEvasion;-730.2172;71.9;-509.2687;NoFlyEvasion;-686.396;0;331.5082;Ground;143.98;Transit;2 2 2 1;11;49;15;1.05;160803;685419;281137;71957;5534;0.8145036;0.7189003;160750;160567
Polygons;50;-1528.264;97.59052;-1172.08;NoFlyEvasion;-1506.703;96;-1238.436;NoFlyEvasion;-1235.17;0;-2184.218;Ground;252;Transit;1 1 1 1;6;50;6;1.3;160963;686089;281440;72038;5535;1.471696;1.421118;160721;160914
Polygons;50;-1528.703;97.6229;-1170.729;NoFlyEvasion;-1506.703;96;-1238.436;NoFlyEvasion;-853.7997;0;-2220.064;Ground;252;Transit;1 1 1 1;8;48;20;1.64;160963;686089;281440;72038;5536;1.471696;1.421118;160914;160721
Polygons;50;449.9438;97.29926;894.9907;NoFlyEvasion;493.2967;96;761.564;NoFlyEvasion;1544.942;0;-1490.741;Ground;252;Transit;1 1 1 1;3;0;4;1.12;161018;686307;281521;72067;5537;1.964352;1.938181;160926;160989
Polygons;50;449.9022;99.20613;895.3352;NoFlyEvasion;449.9191;99.2;895.0668;NoFlyEvasion;837.5629;0;-1045.565;Ground;266.4;Transit;1 1 1 1;4;99;26;2.81;161018;686307;281521;72067;5538;1.964352;1.938181;160989;160926
Polygons;50;548.2697;93.66121;674.9401;NoFlyEvasion;568.5121;92.8;643.043;NoFlyEvasion;2418.288;0;79.50903;Ground;237.61;Transit;1 1 1 1;5;72;7;0.33;161043;686402;281555;72080;5539;0.726838;0.7003376;160884;160926
Polygons;50;548.6448;93.64525;674.3489;NoFlyEvasion;568.5121;92.8;643.043;NoFlyEvasion;1544.942;0;-1490.741;Ground;237.61;Transit;1 1 1 1;4;73;4;1.12;161043;686402;281555;72080;5540;0.726838;0.7003376;160926;160884
Polygons;50;699.1109;88.86455;531.4086;NoFlyEvasion;793.8496;86.4;479.3254;NoFlyEvasion;2418.288;0;79.50903;Ground;208.83;Transit;2 2 2 2;7;21;7;0.33;161056;686466;281577;72090;5541;0.354283;0.3500987;160884;160992
Polygons;50;698.8042;88.87253;531.5772;NoFlyEvasion;793.8496;86.4;479.3254;NoFlyEvasion;1885.699;0;78.11426;Ground;208.83;Transit;2 2 2 1;6;17;21;0.38;161056;686466;281577;72090;5542;0.354283;0.3500987;160992;160884
Polygons;50;-526.1002;65.5424;-702.2238;NoFlyEvasion;-527.1759;65.6;-699.9377;NoFlyEvasion;-1602.668;0;1661.438;Ground;115.19;Transit;1 1 1 1;5;97;6;2.12;161248;687313;281951;72179;5543;2.5467;2.527131;161100;161104
Polygons;50;-527.1759;65.6;-699.9377;NoFlyEvasion;-527.1759;65.6;-699.9377;NoFlyEvasion;-966.7454;0;28.07593;Ground;180;Transit;1 1 1 1;7;99;4;2.97;161248;687313;281951;72179;5544;2.5467;2.527131;161104;161100
Polygons;50;265.5337;92.6;-760.2711;Air;1179.829;92.6;-2140.605;Air;1179.829;0;-2140.605;Ground;236.48;Transit;1 1 1 1;1;57;6;2.77;161303;687626;282086;72217;5545;2.610253;2.578291;161139;161243
Polygons;50;262.9868;93;-760.2347;Air;1260.127;93;-2387.129;Air;1260.127;0;-2387.129;Ground;238.5;Transit;4 2 1 1;1;61;22;2.45;161303;687626;282086;72217;5546;2.610253;2.578291;161243;161139
Polygons;50;-448.5361;96.69594;-925.8824;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;-989.5807;0;-2367.091;Ground;259.2;Transit;1 0 1 1;7;71;3;0.17;161372;687938;282230;72258;5547;1.214458;1.14111;161156;161330
Polygons;50;-448.7499;96.66993;-924.7618;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;222.197;0;-1864.03;Ground;259.2;Transit;1 1 1 1;7;67;24;2.26;161372;687938;282230;72258;5548;1.214458;1.14111;161330;161156
Polygons;50;-744.8466;84.68791;-503.4765;NoFlyEvasion;-730.2172;84.8;-509.2687;NoFlyEvasion;1513.761;0;-1087.865;Ground;201.6;Transit;1 1 1 1;6;87;8;1.28;161451;688229;282345;72280;5549;1.762944;1.748533;161375;161377
Polygons;50;-743.2209;84.67121;-504.1201;NoFlyEvasion;-730.2172;85;-509.2687;NoFlyEvasion;-780.3929;0;-2217.341;Ground;201.64;Transit;1 1 1 1;4;88;6;2.25;161451;688229;282345;72280;5550;1.762944;1.748533;161377;161375
Polygons;50;-463.3173;55.01163;-1146.169;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;18.15137;0;-674.3816;Ground;72;Transit;1 1 1 1;7;68;4;2.21;161506;688439;282433;72305;5551;1.533417;1.491588;161335;161473
Polygons;50;-463.7781;54.97763;-1147.587;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;-1903.96;0;1726.233;Ground;72;Transit;2 2 1 1;4;64;21;0.85;161506;688439;282433;72305;5552;1.533417;1.491588;161473;161335
Polygons;50;-460.3543;61.99774;-863.9289;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-849.6751;0;201.1256;Ground;100.8;Transit;1 0 1 1;3;73;2;1.79;161512;688465;282442;72309;5553;1.320634;1.214416;161238;161473
Polygons;50;-460.1454;61.51643;-865.0241;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-1903.96;0;1726.233;Ground;100.8;Transit;3 2 2 2;6;70;21;0.85;161512;688465;282442;72309;5554;1.320634;1.214416;161473;161238
Polygons;50;-497.7411;64.02405;-762.4901;NoFlyEvasion;-527.1759;65.6;-699.9377;NoFlyEvasion;-849.6751;0;201.1256;Ground;115.19;Transit;1 0 1 1;4;50;2;1.79;161535;688578;282492;72321;5555;2.244098;2.170114;161238;161503
Polygons;50;-496.8174;63.97459;-764.4531;NoFlyEvasion;-527.1759;65.6;-699.9377;NoFlyEvasion;-1549.075;0;1626.939;Ground;115.19;Transit;1 1 1 1;6;47;21;2.7;161535;688578;282492;72321;5556;2.244098;2.170114;161503;161238
Polygons;50;-779.3707;91.9;588.5654;Air;1554.057;91.9;-2588.916;Air;1554.057;0;-2588.916;Ground;233.71;Transit;4 2 1 1;1;33;19;1.38;161606;688915;282624;72348;5557;2.064728;2.038674;161560;161581
Polygons;50;-780.8254;91.3;589.8615;Air;1623.065;91.3;-2337.752;Air;1623.065;0;-2337.752;Ground;230.61;Transit;6 3 1 1;1;23;22;2.75;161606;688915;282624;72348;5558;2.064728;2.038674;161581;161560
Polygons;50;-1888.583;104.4;-269.2269;Air;-2614.198;104.4;-2316.233;Air;-2614.198;0;-2316.233;Ground;289.52;Transit;2 1 1 1;1;54;11;2.67;161635;689046;282674;72361;5559;2.395718;2.374728;161530;161595
Polygons;50;-1886.907;105.7;-268.1602;Air;-2539.419;105.7;-1637.542;Air;-2539.419;0;-1637.542;Ground;295.48;Transit;2 2 1 1;1;57;23;2.12;161635;689046;282674;72361;5560;2.395718;2.374728;161595;161530
Polygons;50;-1006.791;78.8;618.9965;Air;-2150.557;78.8;727.647;Air;-2150.557;0;727.647;Ground;174.57;Transit;3 2 2 1;1;72;13;1.05;161660;689196;282718;72374;5561;1.475947;1.462259;161558;161594
Polygons;50;-1007.37;78.2;617.7951;Air;-1654.392;78.2;709.3112;Air;-1654.392;0;709.3112;Ground;171.95;Transit;1 0 1 1;1;37;3;1.9;161660;689196;282718;72374;5562;1.475947;1.462259;161594;161558
Polygons;50;-1237.21;47.22636;-496.3721;NoFlyEvasion;-1139.266;44.9;-457.5934;NoFlyEvasion;-891.479;0;1332.668;Ground;21.64;Transit;1 0 1 1;12;24;3;0.56;161738;689563;282869;72416;5563;1.308774;1.252142;161387;161668
Polygons;50;-1238.269;47.74807;-496.7911;NoFlyEvasion;-1139.266;45.7;-457.5934;NoFlyEvasion;720.4034;0;-1790.61;Ground;21.63;Transit;1 1 1 1;5;22;10;2.06;161738;689563;282869;72416;5564;1.308774;1.252142;161668;161387
Polygons;50;-1549.159;103.5844;-913.8021;NoFlyEvasion;-1558.895;102.4;-964.837;NoFlyEvasion;-759.8734;0;-2240.244;Ground;280.8;Transit;2 2 2 1;5;60;12;1.06;161753;689616;282891;72422;5565;0.6262498;0.580982;161659;161729
Polygons;50;-1549.051;103.5976;-913.2315;NoFlyEvasion;-1558.895;102.4;-964.837;NoFlyEvasion;-1259.389;0;-2219.061;Ground;280.8;Transit;1 1 1 1;7;58;23;0.19;161753;689616;282891;72422;5566;0.6262498;0.580982;161729;161659
Polygons;50;-1355.79;72.76723;-1428.042;NoFlyEvasion;-1431.488;70.4;-1356.957;NoFlyEvasion;-2313.464;0;-1249.693;Ground;136.78;Transit;1 1 1 1;8;23;14;2.72;161939;690380;283185;72487;5567;2.808858;2.763602;161837;161853
Polygons;50;-1357.802;72.6323;-1426.153;NoFlyEvasion;-1431.488;70.4;-1356.957;NoFlyEvasion;-2278.226;0;2431.872;Ground;136.79;Transit;1 1 1 1;5;26;6;2.9;161939;690380;283185;72487;5568;2.808858;2.763602;161853;161837
Polygons;50;-1423.963;70.62796;-1364.023;NoFlyEvasion;-1431.488;70.4;-1356.957;NoFlyEvasion;-2278.226;0;2431.872;Ground;136.79;Transit;2 2 2 2;5;90;6;2.9;161945;690398;283198;72491;5569;2.931436;2.849424;161853;161917
Polygons;50;-1422.022;69.61371;-1365.846;NoFlyEvasion;-1431.488;70.4;-1356.957;NoFlyEvasion;-553.8052;0;2483.61;Ground;136.69;Transit;2 1 1 1;3;85;18;2.97;161945;690398;283198;72491;5570;2.931436;2.849424;161917;161853
Polygons;50;-1298.129;48.79875;-529.8633;NoFlyEvasion;-1269.782;48;-509.2682;NoFlyEvasion;-993.3508;0;1082.829;Ground;36.02;Transit;1 1 1 1;11;74;6;1.71;161968;690474;283233;72498;5571;2.338694;2.221182;161796;161917
Polygons;50;-1299.925;48.84937;-531.1686;NoFlyEvasion;-1269.782;48;-509.2682;NoFlyEvasion;-553.8052;0;2483.61;Ground;36.02;Transit;2 1 1 1;10;70;18;2.97;161968;690474;283233;72498;5572;2.338694;2.221182;161917;161796
Polygons;50;-1476.888;54.61758;-708.5731;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-2278.226;0;2431.872;Ground;64.81;Transit;1 1 1 1;10;92;6;2.9;161995;690612;283290;72513;5573;2.279238;2.200798;161853;161936
Polygons;50;-1477.824;54.66774;-710.564;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-2229.403;0;729.9853;Ground;64.81;Transit;1 1 1 1;10;90;14;1.66;161995;690612;283290;72513;5574;2.279238;2.200798;161936;161853
Polygons;50;-442.0582;97.48403;-959.8412;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;165.3884;0;-2317.279;Ground;259.2;Transit;1 0 1 1;9;95;4;2.84;162076;690924;283435;72541;5575;1.829852;1.779284;161710;161977
Polygons;50;-442.3915;97.44348;-958.0939;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;-106.5151;0;-1890.899;Ground;259.2;Transit;1 1 1 1;6;92;11;0.82;162076;690924;283435;72541;5576;1.829852;1.779284;161977;161710
Polygons;50;-707.8086;45.85905;-1473.373;NoFlyEvasion;-670.8409;46.4;-1453.05;NoFlyEvasion;226.679;0;-894.0078;Ground;28.81;Transit;0 0 1 1;5;69;2;1.35;162107;691056;283490;72556;5577;0.7919462;0.7267237;161744;162078
Polygons;50;-708.444;45.9078;-1473.722;NoFlyEvasion;-670.8409;47.1;-1453.05;NoFlyEvasion;877.855;0;-1374.442;Ground;28.84;Transit;1 1 1 1;8;65;26;0.23;162107;691056;283490;72556;5578;0.7919462;0.7267237;162078;161744
Polygons;50;-1329.289;72.65956;-1453.001;NoFlyEvasion;-1430.396;119.3;-1415.623;NoFlyEvasion;-2403.598;0;-1446.435;Ground;149.41;Transit;1 1 1 1;8;0;15;1.27;162211;691408;283642;72590;5579;0.8789685;0.8392769;162116;162181
Polygons;50;-1329.277;73.49647;-1452.94;NoFlyEvasion;-1431.488;70.4;-1356.957;NoFlyEvasion;-1624.105;0;981.6373;Ground;136.79;Transit;1 1 1 1;5;0;16;0.49;162211;691408;283642;72590;5580;0.8789685;0.8392769;162181;162116
Polygons;50;-487.1583;93.34256;-784.9799;NoFlyEvasion;-467.4081;94.4;-826.9514;NoFlyEvasion;-227.0923;0;-1819.165;Ground;244.81;Transit;1 1 1 1;5;65;7;0.84;162245;691614;283713;72606;5581;1.815359;1.711569;162052;162217
Polygons;50;-487.8868;93.30356;-783.4316;NoFlyEvasion;-467.4081;94.4;-826.9514;NoFlyEvasion;1548.922;0;-2170.508;Ground;244.81;Transit;1 1 1 1;7;58;26;2.79;162245;691614;283713;72606;5582;1.815359;1.711569;162217;162052
Polygons;50;-481.9501;91.7;1153.669;Air;1704.396;91.7;-1719.295;Air;1704.396;0;-1719.295;Ground;232.73;Transit;1 1 1 1;1;15;15;0.7;162263;691715;283758;72623;5583;1.370297;1.34943;162241;162243
Polygons;50;-482.5854;91.4;1154.821;Air;1033.746;91.4;-746.9097;Air;1033.746;0;-746.9097;Ground;231.43;Transit;3 1 1 1;1;32;28;2.04;162263;691715;283758;72623;5584;1.370297;1.34943;162243;162241
Polygons;50;-1514.764;56.64552;-789.0654;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1061.394;0;1101.649;Ground;64.81;Transit;1 1 1 1;8;29;4;2.44;162296;691885;283839;72641;5585;2.373252;2.3604;162098;162212
Polygons;50;-1515.769;56.69932;-791.2006;NoFlyEvasion;-1472.824;54.4;-699.9368;NoFlyEvasion;-1990.13;0;998.8322;Ground;64.81;Transit;2 1 1 1;10;27;8;2.3;162296;691885;283839;72641;5586;2.373252;2.3604;162212;162098
Polygons;50;-1551.512;63.48038;-1082.184;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-2114.6;0;-54.01001;Ground;93.6;Transit;1 1 1 1;8;14;10;1.35;162450;692494;284092;72690;5587;1.032183;0.9999191;162366;162423
Polygons;50;-1551.449;63.50317;-1083.182;NoFlyEvasion;-1558.895;60.8;-964.837;NoFlyEvasion;-1561.761;0;2101.982;Ground;93.6;Transit;1 1 1 1;5;11;20;0.71;162450;692495;284092;72690;5588;1.032183;0.9999191;162423;162366
Polygons;50;458.6694;90.1;-389.5868;Air;1602.112;90.1;-1545.402;Air;1602.112;0;-1545.402;Ground;225.31;Transit;1 1 1 1;1;52;6;1.24;162513;692788;284217;72720;5589;1.820736;1.815669;162380;162391
Polygons;50;459.382;90.7;-388.0283;Air;1316.245;90.7;-1339.313;Air;1316.245;0;-1339.313;Ground;227.99;Transit;1 1 1 1;1;68;10;2.4;162513;692788;284217;72720;5590;1.820736;1.815669;162391;162380
Polygons;50;-460.5143;95.23869;-863.0901;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;-361.5579;0;-1964.68;Ground;259.2;Transit;1 1 1 1;5;25;10;1.21;162549;692962;284286;72734;5591;1.154095;1.099963;162446;162486
Polygons;50;-460.7204;95.21362;-862.0099;NoFlyEvasion;-441.105;97.6;-964.8382;NoFlyEvasion;-209.9434;0;-2685.569;Ground;259.2;Transit;1 1 1 1;7;23;17;1.1;162549;692962;284286;72734;5592;1.154095;1.099963;162486;162446
Polygons;50;-51.09633;87.7;215.6588;Air;2128.072;87.7;-1293.751;Air;2128.072;0;-1293.751;Ground;214.71;Transit;1 1 1 1;1;37;7;2.21;162552;692982;284290;72736;5593;2.412064;2.396374;162452;162511
Polygons;50;-50.865;90;216.2905;Air;2106.968;90;-1950.965;Air;2106.968;0;-1950.965;Ground;225.12;Transit;1 1 1 1;1;37;20;2.62;162552;692982;284290;72736;5594;2.412064;2.396374;162511;162452
Polygons;50;1483.346;104.9937;724.7592;NoFlyEvasion;1431.487;107.2;643.0418;NoFlyEvasion;1181.001;0;-1832.669;Ground;302.39;Transit;1 1 1 1;10;30;5;1.74;162566;693039;284313;72743;5595;1.953312;1.950188;162390;162435
Polygons;50;1484.391;104.9492;726.4054;NoFlyEvasion;1431.487;107.2;643.0418;NoFlyEvasion;1139.805;0;-1257.613;Ground;302.39;Transit;1 1 1 1;10;29;7;2.17;162566;693039;284313;72743;5596;1.953312;1.950188;162435;162390
Polygons;50;-1554.657;60.28448;-942.6234;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1285.228;0;1056.26;Ground;79.2;Transit;1 1 1 1;4;14;6;2.65;162606;693224;284396;72760;5597;1.4541;1.380002;162516;162573
Polygons;50;-1554.916;60.31593;-943.9786;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1541.983;0;-53.60542;Ground;79.2;Transit;2 2 1 1;7;11;18;0.26;162606;693224;284396;72760;5598;1.4541;1.380002;162573;162516
Polygons;50;-1287.352;73.71767;-1476.033;NoFlyEvasion;-1329.16;72.8;-1453.049;NoFlyEvasion;-2059.354;0;-1652.564;Ground;151.18;Transit;1 1 1 1;11;64;14;2.54;162609;693234;284402;72763;5599;2.041678;1.988087;162507;162557
Polygons;50;-1288.922;74.57948;-1475.17;NoFlyEvasion;-1329.16;73.5;-1453.049;NoFlyEvasion;-1570.621;0;1536.864;Ground;151.17;Transit;1 1 1 1;4;66;8;1.54;162609;693234;284402;72763;5600;2.041678;1.988087;162557;162507
Polygons;50;-1507.132;106.9631;-772.8469;NoFlyEvasion;-1532.592;105.6;-826.9503;NoFlyEvasion;-2693.045;0;-2324.357;Ground;295.19;Transit;2 1 1 1;6;49;26;2.49;162636;693342;284446;72777;5601;2.284389;2.230894;162565;162579
Polygons;50;-1508.082;106.9122;-774.865;NoFlyEvasion;-1532.592;105.6;-826.9503;NoFlyEvasion;-1280.003;0;-2205.642;Ground;295.19;Transit;1 1 1 1;7;55;11;2.08;162636;693342;284446;72777;5602;2.284389;2.230894;162579;162565
Polygons;50;-1374.657;91.02277;-1410.325;NoFlyEvasion;-1329.16;89.6;-1453.049;NoFlyEvasion;-760.609;0;-2119.939;Ground;223.22;Transit;1 1 1 1;8;55;7;0.39;162663;693414;284471;72782;5603;1.235965;1.20036;162528;162579
Polygons;50;-1375.532;91.05013;-1409.503;NoFlyEvasion;-1329.16;89.6;-1453.049;NoFlyEvasion;-1280.003;0;-2205.642;Ground;223.22;Transit;2 1 1 1;12;54;11;2.08;162663;693414;284471;72782;5604;1.235965;1.20036;162579;162528
Polygons;50;-1227.777;87.04503;-1508.785;NoFlyEvasion;-1206.15;86.5;-1520.675;NoFlyEvasion;-1280.003;0;-2205.642;Ground;208.83;Transit;2 2 2 2;13;79;11;2.08;162670;693440;284481;72785;5605;2.038951;1.999445;162579;162588
Polygons;50;-1226.401;85.80733;-1509.542;NoFlyEvasion;-1206.15;86.4;-1520.675;NoFlyEvasion;1454.129;0;-2074.59;Ground;208.83;Transit;1 1 1 1;3;82;5;2;162670;693440;284481;72785;5606;2.038951;1.999445;162588;162579
Polygons;50;-1071.189;83.32285;-1555.327;NoFlyEvasion;-1070.187;83.3;-1555.584;NoFlyEvasion;-760.609;0;-2119.939;Ground;194.46;Transit;1 1 1 1;10;99;7;0.39;162684;693498;284517;72792;5607;1.192884;1.187103;162528;162588
Polygons;50;-1070.037;83.19658;-1555.584;NoFlyEvasion;-929.8142;80;-1555.584;NoFlyEvasion;1454.129;0;-2074.59;Ground;181.31;Transit;1 1 1 1;5;0;5;2;162684;693498;284517;72792;5608;1.192884;1.187103;162588;162528
Polygons;50;1399.642;68.21725;1388.525;NoFlyEvasion;1383.347;68.8;1408.222;NoFlyEvasion;1229.611;0;1981.053;Ground;129.59;Transit;1 1 1 1;8;77;29;1.25;162870;694349;284861;72868;5609;1.486418;1.396743;162820;162836
Polygons;50;1399;69.18485;1389.301;NoFlyEvasion;1383.347;68.8;1408.222;NoFlyEvasion;-1394.106;0;1442.942;Ground;129.59;Transit;1 1 1 1;3;81;11;1.73;162870;694349;284861;72868;5610;1.486418;1.396743;162836;162820
Polygons;50;-466.2041;62.21691;-833.2628;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-1152.568;0;452.4551;Ground;100.8;Transit;1 1 1 1;3;94;8;2.82;162920;694558;284931;72885;5611;2.660249;2.641243;162845;162882
Polygons;50;-465.7092;62.19332;-835.8572;NoFlyEvasion;-467.4081;62.4;-826.9514;NoFlyEvasion;-1357.755;0;46.46524;Ground;100.8;Transit;1 1 1 1;7;91;22;2.5;162920;694558;284931;72885;5612;2.660249;2.641243;162882;162845
Polygons;50;1513.242;93.36399;1214.17;NoFlyEvasion;1532.592;94.4;1173.049;NoFlyEvasion;2117.078;0;320.3979;Ground;244.81;Transit;1 1 1 1;8;66;5;0.6;163155;695459;285300;72984;5613;1.296816;1.281193;163015;163129
Polygons;50;1512.697;93.33479;1215.329;NoFlyEvasion;1532.592;94.4;1173.049;NoFlyEvasion;1381.454;0;-1604.634;Ground;244.81;Transit;1 1 1 1;4;63;17;1.99;163155;695459;285300;72984;5614;1.296816;1.281193;163129;163015
Polygons;50;-1360.686;90.58587;-1423.445;NoFlyEvasion;-1329.16;89.6;-1453.049;NoFlyEvasion;-860.5379;0;-2363.302;Ground;223.22;Transit;1 1 1 1;8;68;5;1.3;163163;695489;285318;72986;5615;1.562634;1.549662;162885;163102
Polygons;50;-1361.448;89.44223;-1422.729;NoFlyEvasion;-1329.16;89.6;-1453.049;NoFlyEvasion;1602.412;0;-1305.261;Ground;223.2;Transit;2 1 1 1;3;67;8;1.83;163163;695489;285318;72986;5616;1.562634;1.549662;163102;162885
Polygons;50;-707.7944;45.9284;-1473.365;NoFlyEvasion;-670.8409;47.1;-1453.05;NoFlyEvasion;1602.412;0;-1305.261;Ground;28.84;Transit;2 1 1 1;8;68;8;1.83;163201;695707;285401;73005;5617;1.235624;1.185193;163102;163170
Polygons;50;-708.7303;45.41434;-1473.88;NoFlyEvasion;-670.8409;46.4;-1453.05;NoFlyEvasion;2118.606;0;1999.869;Ground;28.83;Transit;1 1 1 1;4;66;14;0.64;163201;695707;285401;73005;5618;1.235624;1.185193;163170;163102
Polygons;50;-483.1005;54.47013;-1207.055;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;-161.8096;0;152.5359;Ground;72;Transit;0 0 1 1;3;23;2;1.37;163247;695883;285483;73039;5619;1.520562;1.437667;162996;163174
Polygons;50;-483.436;53.52747;-1208.087;NoFlyEvasion;-449.9193;56;-1104.934;NoFlyEvasion;251.0713;0;-528.4321;Ground;72;Transit;2 2 1 1;11;22;14;1.67;163247;695883;285483;73039;5620;1.520562;1.437667;163174;162996
Polygons;50;-449.3054;56.22289;-1095.176;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-161.8096;0;152.5359;Ground;86.4;Transit;0 0 1 1;4;6;2;1.37;163272;695955;285512;73049;5621;1.952492;1.779976;162996;163241
Polygons;50;-449.4171;56.18232;-1096.952;NoFlyEvasion;-441.105;59.2;-964.8382;NoFlyEvasion;-1781.212;0;732.7961;Ground;86.4;Transit;1 1 1 1;5;0;25;2.54;163272;695955;285512;73049;5622;1.952492;1.779976;163241;162996
Polygons;50;-1556.776;60.54224;-953.7302;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1059.245;0;826.1323;Ground;79.2;Transit;1 0 1 1;7;7;3;2.25;163329;696163;285598;73068;5623;2.366687;2.300001;163144;163291
Polygons;50;-1557.207;60.59466;-955.9889;NoFlyEvasion;-1532.592;57.6;-826.9503;NoFlyEvasion;-1813.807;0;1603.478;Ground;79.2;Transit;1 1 1 1;6;5;17;2.48;163329;696163;285598;73068;5624;2.366687;2.300001;163291;163144
Polygons;50;-1194.498;76.8;-1523.667;NoFlyEvasion;-1206.15;76.8;-1520.675;NoFlyEvasion;-2568.356;0;-1300.286;Ground;165.6;Transit;1 1 1 1;7;91;6;1.55;163426;696583;285774;73108;5625;1.644693;1.640639;163250;163293
Polygons;50;-1192.909;76.78053;-1524.074;NoFlyEvasion;-1206.15;76.8;-1520.675;NoFlyEvasion;-2080.854;0;-1173.306;Ground;165.6;Transit;1 1 1 1;5;90;10;1.74;163426;696583;285774;73108;5626;1.644693;1.640639;163293;163250
Polygons;50;-1070.31;59.3;617.1901;Air;-1018.986;59.3;1547.357;Air;-1018.986;0;1547.357;Ground;86.84;Transit;4 3 2 1;1;38;20;2.73;163565;697141;286018;73168;5627;2.492605;2.490352;163551;163554
Polygons;50;-1068.987;59;615.1019;Air;-1004.735;59;1463.863;Air;-1004.735;0;1463.863;Ground;85.67;Transit;4 3 3 1;1;38;24;2.25;163565;697141;286018;73168;5628;2.492605;2.490352;163554;163551
Polygons;50;-1471.6;68.69344;-1293.75;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-2133.942;0;774.8549;Ground;122.39;Transit;3 3 3 1;5;50;13;2.78;163605;697321;286093;73187;5629;1.610775;1.588977;163566;163578
Polygons;50;-1470.749;68.68186;-1295.091;NoFlyEvasion;-1506.703;67.2;-1238.436;NoFlyEvasion;-1767.703;0;1783.104;Ground;122.39;Transit;3 3 2 1;6;47;21;0.44;163605;697321;286093;73187;5630;1.610775;1.588977;163578;163566
